name,company,year,Price,kms_driven,fuel_type
Maruti Suzuki Wagon R AX BSIV,Maruti,2010.0,225000.0,40000.0,Petrol
Maruti Suzuki Swift,Maruti,2006.0,189700.0,48247.0,Petrol
Maruti Suzuki Ertiga,Maruti,2012.0,389700.0,39000.0,Diesel
Maruti Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2014.0,365000.0,23000.0,Petrol
Maruti Suzuki Alto K10 New,Maruti,2017.0,360000.0,9400.0,Petrol
Hyundai i20 Magna,Hyundai,2010.0,210000.0,50000.0,Petrol
Hyundai i10 Magna 1.2,Hyundai,2009.0,170000.0,75000.0,Petrol
Tata Zest XE 75 PS Diesel,Tata,2017.0,380000.0,70000.0,Diesel
Mahindra Xylo E8,Mahindra,2009.0,295000.0,64000.0,Diesel
Toyota Corolla Altis GL Petrol,Toyota,2010.0,185000.0,55000.0,Petrol
Tata Manza Aqua Quadrajet,Tata,2014.0,160000.0,200000.0,Diesel
Renault Kwid 1.0,Renault,2018.0,290000.0,2137.0,Petrol
Tata Venture EX 8 STR,Tata,2013.0,100000.0,30000.0,Diesel
Maruti Suzuki Swift Dzire Tour LXi,Maruti,2014.0,315000.0,44000.0,Petrol
Skoda Octavia Classic 1.9 TDI MT,Skoda,2006.0,114990.0,65000.0,Diesel
Maruti Suzuki Omni LPG BS IV,Maruti,2012.0,120000.0,160000.0,LPG
Chevrolet Beat Diesel,Chevrolet,2011.0,125000.0,56000.0,Diesel
Tata Sumo Gold EX BS IV,Tata,2012.0,210000.0,75000.0,Diesel
Hyundai Verna 1.6 CRDI SX,Hyundai,2018.0,855000.0,42000.0,Diesel
Mahindra Scorpio 2.6 CRDe,Mahindra,2007.0,260000.0,56000.0,Diesel
Maruti Suzuki Zen LXi BS III,Maruti,2002.0,95000.0,10544.0,Petrol
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2011.0,255000.0,64000.0,Petrol
Mahindra Scorpio SLX 2.6 Turbo 8 Str,Mahindra,2008.0,300000.0,70000.0,Diesel
Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014.0,340000.0,25000.0,Petrol
Hyundai Elite i20 Sportz 1.2,Hyundai,2017.0,550000.0,15000.0,Petrol
Ford Ikon 1.6 Nxt,Ford,2003.0,60000.0,50000.0,Petrol
Toyota Innova 2.5 V 7 STR,Toyota,2011.0,750000.0,147000.0,Diesel
Nissan Sunny XL,Nissan,2011.0,230000.0,52000.0,Petrol
Chevrolet Beat LT Diesel,Chevrolet,2012.0,130000.0,90001.0,Diesel
Maruti Suzuki Alto 800 Lxi,Maruti,2017.0,270000.0,21000.0,Petrol
Maruti Suzuki Swift VDi BS IV,Maruti,2012.0,280000.0,48006.0,Diesel
Maruti Suzuki Swift,Maruti,2012.0,280000.0,48006.0,Diesel
Toyota Innova 2.0 G4,Toyota,2012.0,600000.0,80000.0,Diesel
Maruti Suzuki Swift VDi ABS,Maruti,2010.0,190000.0,74000.0,Diesel
Hyundai Elite i20 Asta 1.2,Hyundai,2015.0,500000.0,22000.0,Petrol
Mahindra XUV500 W10,Mahindra,2016.0,1065000.0,41000.0,Diesel
Volkswagen Polo Trendline 1.5L D,Volkswagen,2015.0,350000.0,25000.0,Diesel
Toyota Etios Liva Diesel,Toyota,2012.0,350000.0,85000.0,Diesel
Mahindra TUV300 T4 Plus,Mahindra,2016.0,540000.0,29500.0,Diesel
Hyundai Elite i20 Asta 1.2,Hyundai,2015.0,470000.0,30000.0,Petrol
Hyundai Santro Xing GLS,Hyundai,2014.0,179000.0,57000.0,Petrol
Maruti Suzuki Zen LXi BS III,Maruti,2003.0,48000.0,60000.0,Petrol
Maruti Suzuki Ciaz ZXi Plus RS,Maruti,2016.0,650000.0,50000.0,Petrol
Hyundai Eon Era Plus,Hyundai,2013.0,190000.0,39700.0,Petrol
Hyundai Elantra 1.8 S,Hyundai,2012.0,500000.0,65000.0,Petrol
Maruti Suzuki Swift VDi,Maruti,2010.0,270000.0,67000.0,Diesel
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2008.0,125000.0,46000.0,Petrol
Hyundai Eon Era Plus,Hyundai,2012.0,188000.0,38000.0,Petrol
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2016.0,380000.0,27000.0,Petrol
Hyundai Verna Fluidic New,Hyundai,2011.0,365000.0,43000.0,Diesel
Ford EcoSport Trend 1.5L Ti VCT,Ford,2014.0,465000.0,47000.0,Petrol
Hyundai i20 Magna,Hyundai,2011.0,240000.0,42000.0,Petrol
Chevrolet Beat Diesel,Chevrolet,2016.0,179999.0,19336.0,Diesel
Tata Indica eV2 LS,Tata,2015.0,140000.0,60105.0,Diesel
Jaguar XF 2.2 Diesel Luxury,Jaguar,2013.0,2190000.0,29000.0,Diesel
Audi Q5 2.0 TDI quattro Premium Plus,Audi,2014.0,2390000.0,34000.0,Diesel
BMW 3 Series 320d Sedan,BMW,2011.0,1075000.0,35000.0,Diesel
Maruti Suzuki Swift ZXi 1.2 BS IV,Maruti,2015.0,475000.0,22000.0,Petrol
BMW X1 sDrive20d,BMW,2012.0,1025000.0,41000.0,Diesel
Maruti Suzuki S Cross Sigma 1.3,Maruti,2016.0,615000.0,21000.0,Diesel
Maruti Suzuki Ertiga LDi,Maruti,2013.0,475000.0,48000.0,Diesel
Maruti Suzuki Alto K10 VXi AMT,Maruti,2016.0,270000.0,38000.0,Petrol
Honda City SV,Honda,2014.0,475000.0,34000.0,Diesel
Volkswagen Vento Comfortline Petrol,Volkswagen,2011.0,240000.0,45933.0,Petrol
Honda City 1.5 EXi New,Honda,2005.0,120000.0,68000.0,Petrol
Audi A4 2.0 TDI 177bhp Premium,Audi,2016.0,1900000.0,44000.0,Diesel
Mahindra KUV100,Mahindra,2017.0,360000.0,35000.0,Diesel
Tata Zest XE 75 PS Diesel,Tata,2018.0,450000.0,102563.0,Diesel
Mahindra XUV500 W8,Mahindra,2015.0,900000.0,28600.0,Diesel
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2017.0,650000.0,41800.0,Diesel
Tata Sumo Gold LX BS IV,Tata,2014.0,275000.0,116000.0,Diesel
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2009.0,210000.0,59000.0,Petrol
Mahindra Scorpio 2.6 SLX,Mahindra,2004.0,175000.0,58000.0,Diesel
Maruti Suzuki Omni 8 STR BS III,Maruti,2009.0,85000.0,45000.0,Petrol
Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015.0,1490000.0,42590.0,Diesel
Renault Duster,Renault,2014.0,800000.0,7400.0,Diesel
Volkswagen Jetta Comfortline 1.9 TDI AT,Volkswagen,2009.0,450000.0,54500.0,Diesel
Maruti Suzuki Ertiga Vxi,Maruti,2012.0,1000000.0,200000.0,Diesel
Audi A4 2.0 TDI 177bhp Premium,Audi,2013.0,1510000.0,27000.0,Diesel
Volvo S80 Summum D4,Volvo,2015.0,1850000.0,42000.0,Diesel
Toyota Corolla Altis VL AT Petrol,Toyota,2014.0,790000.0,29000.0,Petrol
Mitsubishi Pajero Sport 2.5 AT,Mitsubishi,2015.0,1725000.0,37000.0,Diesel
Chevrolet Beat LT Petrol,Chevrolet,2012.0,135000.0,36000.0,Petrol
BMW X1,BMW,2011.0,1000000.0,34000.0,Diesel
Datsun Redi GO S,Datsun,2018.0,299999.0,7000.0,Petrol
Mercedes Benz C Class C 220 CDI Avantgarde,Mercedes,2009.0,1225000.0,76000.0,Diesel
Mahindra Scorpio SLX,Mahindra,2004.0,175000.0,60000.0,Diesel
Volkswagen Vento Comfortline Diesel,Volkswagen,2011.0,200000.0,95000.0,Diesel
Tata Indigo CS GLS,Tata,2017.0,270000.0,50000.0,Diesel
Ford Figo Petrol Titanium,Ford,2019.0,525000.0,0.0,Petrol
Honda City ZX GXi,Honda,2006.0,180000.0,50000.0,Petrol
Maruti Suzuki Wagon R Duo Lxi,Maruti,2008.0,140000.0,68000.0,Petrol
Ford EcoSport Trend 1.5L TDCi,Ford,2014.0,400000.0,16000.0,Petrol
Maruti Suzuki Swift Dzire VDi,Maruti,2016.0,499000.0,51000.0,Diesel
Maruti Suzuki Omni 8 STR BS III,Maruti,2009.0,85000.0,56000.0,Petrol
Maruti Suzuki Zen LX BSII,Maruti,2004.0,70000.0,100000.0,Petrol
Renault Duster RxL Petrol,Renault,2015.0,550000.0,36000.0,Petrol
Maruti Suzuki Swift VXi 1.2 BS IV,Maruti,2014.0,370000.0,11523.0,Petrol
Maruti Suzuki Baleno Zeta 1.2,Maruti,2018.0,690000.0,1000.0,Petrol
Honda WR V S MT Petrol,Honda,2009.0,250000.0,60000.0,Petrol
Tata Indigo CS eLX BS IV,Tata,2016.0,110000.0,85000.0,Diesel
Renault Duster 110 PS RxL Diesel,Renault,2013.0,490000.0,38600.0,Diesel
Mahindra Scorpio LX BS III,Mahindra,2009.0,320000.0,95500.0,Diesel
Maruti Suzuki Zen LXi BS III,Maruti,2004.0,68000.0,56000.0,Petrol
Maruti Suzuki Wagon R LXi BS III,Maruti,2014.0,130000.0,37458.0,Petrol
Maruti Suzuki SX4 Celebration Diesel,Maruti,2016.0,970000.0,85960.0,Diesel
Audi A3 Cabriolet 40 TFSI,Audi,2015.0,3100000.0,12516.0,Petrol
Hyundai Eon D Lite Plus,Hyundai,2018.0,280000.0,35000.0,Petrol
Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2009.0,125000.0,0.0,Petrol
Mahindra Scorpio SLX,Mahindra,2008.0,285000.0,80000.0,Diesel
Hyundai Santro AE GLS Audio,Hyundai,2011.0,165000.0,45000.0,Petrol
Maruti Suzuki Swift Dzire Tour VDi,Maruti,2009.0,250000.0,51000.0,Diesel
Mahindra Xylo D2 BS IV,Mahindra,2011.0,390000.0,48000.0,Diesel
Hyundai Santro,Hyundai,2003.0,60000.0,51000.0,Petrol
Chevrolet Beat LT Diesel,Chevrolet,2015.0,215000.0,90000.0,Diesel
Maruti Suzuki Swift Dzire VDi,Maruti,2015.0,475000.0,43000.0,Diesel
Mahindra XUV500 W8,Mahindra,2015.0,899000.0,53000.0,Diesel
Toyota Fortuner 3.0 4x4 MT,Toyota,2013.0,1499000.0,97000.0,Diesel
Maruti Suzuki Alto K10 VXi,Maruti,2013.0,240000.0,20000.0,Petrol
Hyundai Getz GLE,Hyundai,2007.0,99000.0,55000.0,Petrol
Maruti Suzuki Swift Dzire Tour LDi,Maruti,2014.0,260000.0,120000.0,Diesel
Hyundai Creta 1.6 SX,Hyundai,2019.0,1200000.0,0.0,Petrol
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007.0,115000.0,46000.0,Petrol
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2009.0,88000.0,43200.0,Petrol
Mahindra Xylo D2 BS IV,Mahindra,2011.0,390000.0,56000.0,Diesel
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007.0,135000.0,42000.0,Petrol
Tata Indica V2 DLS BS III,Tata,2009.0,90000.0,30600.0,Diesel
Hyundai i10 Sportz 1.2,Hyundai,2011.0,220000.0,38000.0,Petrol
Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2017.0,424999.0,2550.0,Petrol
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007.0,135000.0,47000.0,Petrol
Honda City 1.5 E MT,Honda,2005.0,95000.0,41000.0,Petrol
Nissan Micra XL,Nissan,2017.0,430000.0,62500.0,Diesel
Honda City 1.5 S Inspire,Honda,2005.0,115000.0,68000.0,Petrol
Maruti Suzuki Alto 800 Lxi,Maruti,2015.0,215000.0,50000.0,Petrol
Maruti Suzuki Wagon R LX BS III,Maruti,2004.0,53000.0,69000.0,Petrol
Maruti Suzuki Ertiga VDi,Maruti,2012.0,500000.0,48000.0,Diesel
Tata Indica eV2 eXeta eGLX,Tata,2012.0,85000.0,55000.0,Diesel
Maruti Suzuki Omni E 8 STR BS IV,Maruti,2013.0,165000.0,25000.0,Petrol
Hyundai Eon Era Plus,Hyundai,2014.0,200000.0,28400.0,Petrol
Hyundai Eon,Hyundai,2014.0,200000.0,28000.0,Petrol
Maruti Suzuki Swift LDi,Maruti,2015.0,425000.0,42000.0,Diesel
Hyundai Verna 1.6 CRDI SX Plus AT,Hyundai,2012.0,600000.0,29000.0,Diesel
Chevrolet Tavera LS B3 10 Seats BSII,Chevrolet,2005.0,130000.0,68485.0,Diesel
Tata Tiago Revotron XM,Tata,2018.0,430000.0,3500.0,Petrol
Tata Tiago Revotorq XZ,Tata,2019.0,568500.0,0.0,Petrol
Maruti Suzuki Zen LXi BS III,Maruti,2006.0,71000.0,32000.0,Petrol
Mahindra KUV100 K8 D 6 STR,Mahindra,2018.0,560000.0,8000.0,Diesel
Ford EcoSport Titanium 1.5 TDCi,Ford,2014.0,590000.0,34000.0,Diesel
Hindustan Motors Ambassador Classic Mark 4 – Befo,Hindustan,1995.0,750000.0,37000.0,Petrol
Ford Fusion 1.4 TDCi Diesel,Ford,2007.0,125000.0,85455.0,Diesel
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007.0,135000.0,46000.0,Petrol
Hyundai Santro,Hyundai,2002.0,60000.0,47000.0,Petrol
Fiat Linea Emotion 1.4 L T Jet Petrol,Fiat,2009.0,120000.0,64000.0,Petrol
Ford Ikon 1.3 Flair Josh 100,Ford,2008.0,95000.0,46000.0,Petrol
Maruti Suzuki Omni E 8 STR BS IV,Maruti,2017.0,240000.0,8000.0,Petrol
Tata Indica V2 LS,Tata,2012.0,115000.0,64000.0,Diesel
Mahindra Scorpio S4,Mahindra,2015.0,795000.0,63000.0,Diesel
Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007.0,55000.0,65000.0,Petrol
Mahindra Xylo D2,Mahindra,2009.0,300000.0,62000.0,Diesel
Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2014.0,320000.0,41000.0,Petrol
Maruti Suzuki Alto 800 Lxi,Maruti,2015.0,265000.0,14000.0,Petrol
Toyota Corolla,Toyota,2006.0,160000.0,40000.0,Petrol
Hyundai Eon Magna,Hyundai,2017.0,300000.0,1600.0,Petrol
Tata Sumo Grande MKII GX,Tata,2010.0,130000.0,90000.0,Diesel
Maruti Suzuki Swift VDi,Maruti,2011.0,250000.0,58000.0,Diesel
Volkswagen Polo Highline1.2L P,Volkswagen,2013.0,380000.0,27000.0,Petrol
Maruti Suzuki Alto 800 Lx,Maruti,2003.0,42000.0,60000.0,Petrol
Tata Tiago Revotron XZ,Tata,2017.0,400000.0,31000.0,Petrol
Maruti Suzuki Swift LDi,Maruti,2009.0,120000.0,90000.0,Diesel
Maruti Suzuki Swift VDi,Maruti,2009.0,120000.0,90000.0,Diesel
Tata Indigo eCS,Tata,2016.0,130000.0,150000.0,Diesel
Chevrolet Beat LS Diesel,Chevrolet,2014.0,189000.0,31000.0,Diesel
Mahindra Xylo E8 BS IV,Mahindra,2011.0,365000.0,43000.0,Diesel
Hyundai Eon D Lite Plus,Hyundai,2013.0,170000.0,20000.0,Petrol
Tata Sumo Gold FX BSIII,Tata,2013.0,215000.0,100000.0,Petrol
Tata Nano,Tata,2013.0,60000.0,7000.0,Petrol
Hyundai Elite i20,Hyundai,2017.0,599999.0,31000.0,Petrol
Hyundai i10 Magna 1.2 Kappa2,Hyundai,2009.0,400000.0,33000.0,Petrol
Hyundai Creta,Hyundai,2016.0,900000.0,60000.0,Diesel
Volkswagen Polo,Volkswagen,2013.0,299999.0,48000.0,Diesel
Maruti Suzuki Dzire,Maruti,2014.0,374999.0,33000.0,Petrol
Tata Bolt XM Petrol,Tata,2015.0,600000.0,15000.0,Petrol
Maruti Suzuki Alto 800 Lx,Maruti,2005.0,70000.0,47000.0,Petrol
Maruti Suzuki Alto,Maruti,2005.0,100000.0,40000.0,Petrol
Maruti Suzuki Ritz,Maruti,2010.0,150000.0,38000.0,Diesel
Maruti Suzuki Alto 800 Lxi,Maruti,2017.0,225000.0,12500.0,Petrol
Maruti Suzuki Dzire,Maruti,2009.0,210000.0,42000.0,Petrol
Hyundai i20 Asta,Hyundai,2014.0,425000.0,31000.0,Petrol
Maruti Suzuki Swift Select Variant,Maruti,2008.0,162000.0,60000.0,Diesel
Tata Indica V2 DLX BS III,Tata,2005.0,60000.0,80000.0,Diesel
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,2014.0,650000.0,77000.0,Diesel
Toyota Innova 2.5 E 8 STR,Toyota,2012.0,750000.0,75000.0,Diesel
Mahindra Xylo E8,Mahindra,2010.0,375000.0,40000.0,Diesel
Hyundai i20 Magna 1.2,Hyundai,2011.0,230000.0,47000.0,Petrol
Maruti Suzuki Omni,Maruti,2000.0,35999.0,60000.0,Petrol
Mahindra KUV100,Mahindra,2016.0,380000.0,26500.0,Petrol
Mahindra KUV100 K8 6 STR,Mahindra,2019.0,560000.0,2875.0,Petrol
Datsun Go Plus,Datsun,2016.0,285000.0,13900.0,Petrol
Ford Endeavor 4x4 Thunder Plus,Ford,2019.0,2900000.0,9000.0,Diesel
Tata Indica V2,Tata,2005.0,39999.0,80000.0,Diesel
Hyundai Santro Xing GL,Hyundai,2006.0,85000.0,60000.0,Petrol
Maruti Suzuki Wagon R 1.0 VXi,Maruti,2016.0,395000.0,20000.0,Petrol
Maruti Suzuki Swift Select Variant,Maruti,2008.0,175000.0,58000.0,Diesel
Maruti Suzuki Alto 800 Lx,Maruti,2019.0,400000.0,1500.0,Petrol
Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,2011.0,750000.0,75000.0,Diesel
Maruti Suzuki Alto 800,Maruti,2016.0,250000.0,2450.0,Petrol
Maruti Suzuki Alto AX,Maruti,2019.0,425000.0,1625.0,Petrol
Volkswagen Polo Highline1.2L P,Volkswagen,2017.0,525000.0,45000.0,Petrol
Mahindra Logan,Mahindra,2009.0,130000.0,65000.0,Diesel
Maruti Suzuki 800 Std BS III,Maruti,2000.0,30000.0,33400.0,Petrol
Mahindra Scorpio,Mahindra,2011.0,475000.0,60123.0,Diesel
Chevrolet Sail 1.2 LS,Chevrolet,2013.0,300000.0,28000.0,Petrol
Hyundai Santro AE GLS Audio,Hyundai,2003.0,60000.0,70000.0,Petrol
Maruti Suzuki Wagon R VXi Minor,Maruti,2006.0,100000.0,7000.0,Petrol
Hyundai Eon,Hyundai,2018.0,260000.0,25000.0,Petrol
Tata Manza,Tata,2015.0,100000.0,100000.0,Diesel
Toyota Etios G,Toyota,2013.0,265000.0,42000.0,Petrol
Toyota Qualis,Toyota,2003.0,180000.0,100000.0,Diesel
Hyundai Santro Xing,Hyundai,2004.0,45000.0,137495.0,Petrol
Tata Indica eV2 LS,Tata,2016.0,50500.0,91200.0,Diesel
Honda City 1.5 S MT,Honda,2009.0,270000.0,55000.0,Petrol
Tata Zest XE 75 PS Diesel,Tata,2017.0,290000.0,120000.0,Diesel
Mahindra Quanto C4,Mahindra,2013.0,325000.0,63000.0,Diesel
Tata Indigo eCS LX CR4 BS IV,Tata,2016.0,160000.0,104000.0,Diesel
Maruti Suzuki Swift Dzire,Maruti,2016.0,350000.0,146000.0,Diesel
Hyundai Elite i20,Hyundai,2011.0,290000.0,40000.0,Petrol
Hyundai i20 Select Variant,Hyundai,2011.0,290000.0,40000.0,Petrol
Chevrolet Tavera Neo,Chevrolet,2007.0,465000.0,100800.0,Diesel
Maruti Suzuki Dzire,Maruti,2016.0,325000.0,150000.0,Diesel
Hyundai Elite i20,Hyundai,2018.0,510000.0,2100.0,Petrol
Honda City VX Petrol,Honda,2016.0,860000.0,95000.0,Petrol
Maruti Suzuki Dzire,Maruti,2016.0,450000.0,2500.0,Diesel
Hyundai Getz,Hyundai,2006.0,125000.0,80000.0,Petrol
Mercedes Benz C Class 200 K MT,Mercedes,2006.0,500001.0,15000.0,Petrol
Maruti Suzuki Alto LXi BS III,Maruti,2005.0,95000.0,65000.0,Petrol
Skoda Fabia,Skoda,2009.0,110000.0,45000.0,Petrol
Maruti Suzuki Ritz VXI ABS,Maruti,2011.0,270000.0,50000.0,Petrol
Tata Indica V2 DLE BS III,Tata,2009.0,110000.0,30000.0,Diesel
Toyota Corolla Altis,Toyota,2009.0,300000.0,132000.0,Petrol
Tata Zest XM Diesel,Tata,2018.0,260000.0,27000.0,Diesel
Mahindra Quanto C8,Mahindra,2013.0,390000.0,40000.0,Diesel
